Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Total_Carbon_Footprint,Footprint_Category
normal,male,pescatarian,daily,wood,private,hybrid,sometimes,57,frequently,257,extra large,6,23,48,15,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2725,Medium
obese,female,pescatarian,less frequently,natural gas,private,petrol,sometimes,281,frequently,1978,extra large,6,9,31,17,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",3601,High
obese,male,omnivore,twice a day,natural gas,private,hybrid,sometimes,164,very frequently,3329,small,4,9,27,2,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3774,High
underweight,female,omnivore,twice a day,coal,private,diesel,sometimes,275,frequently,9398,large,6,16,32,16,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",4306,High
underweight,female,vegan,less frequently,wood,private,diesel,never,141,never,227,small,5,23,21,10,Sometimes,['Paper'],"['Grill', 'Airfryer']",992,Low
obese,female,vegetarian,less frequently,wood,private,lpg,often,293,frequently,2639,extra large,5,2,8,0,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",3080,Medium
obese,female,vegan,more frequently,wood,private,electric,never,170,frequently,5928,large,3,18,27,15,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1890,Low
obese,male,pescatarian,more frequently,natural gas,private,petrol,often,180,never,1868,extra large,5,24,25,18,Sometimes,[],['Microwave'],3292,Medium
obese,female,vegetarian,daily,wood,private,hybrid,often,168,rarely,8046,large,3,0,2,2,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2334,Medium
underweight,female,vegetarian,daily,coal,private,electric,often,124,very frequently,2549,large,7,10,44,15,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2946,Medium
obese,female,omnivore,less frequently,electricity,private,diesel,never,164,rarely,7816,extra large,4,3,10,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3063,Medium
normal,male,pescatarian,twice a day,coal,private,lpg,often,242,rarely,5478,medium,1,21,10,3,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2781,Medium
normal,female,omnivore,daily,wood,private,petrol,sometimes,194,never,1795,extra large,5,24,37,9,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2244,Low
normal,female,vegan,more frequently,electricity,private,diesel,sometimes,259,rarely,5018,large,6,4,16,4,No,['Paper'],['Microwave'],2323,Medium
overweight,female,omnivore,daily,natural gas,private,hybrid,sometimes,133,never,8908,large,2,13,10,4,Yes,['Glass'],"['Stove', 'Oven', 'Microwave']",2425,Medium
overweight,male,vegetarian,twice a day,electricity,private,electric,sometimes,150,never,8805,large,7,18,24,7,Yes,"['Plastic', 'Glass']",['Microwave'],1563,Low
obese,male,vegetarian,twice a day,wood,private,petrol,never,192,frequently,1485,extra large,7,6,50,8,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",4086,High
obese,female,omnivore,less frequently,natural gas,private,lpg,often,147,frequently,8463,medium,5,6,23,17,No,[],['Stove'],4818,High
obese,female,vegetarian,less frequently,natural gas,private,petrol,often,278,rarely,7150,small,2,17,46,4,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],4286,High
underweight,female,vegetarian,daily,coal,private,hybrid,sometimes,205,frequently,3121,medium,4,17,10,22,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2248,Low
overweight,male,vegan,more frequently,electricity,private,lpg,sometimes,166,rarely,8476,extra large,1,15,10,21,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",3343,Medium
underweight,male,vegan,twice a day,natural gas,private,electric,never,238,frequently,7850,extra large,7,12,12,4,Yes,[],"['Stove', 'Microwave']",2326,Medium
underweight,female,pescatarian,daily,electricity,private,hybrid,never,284,very frequently,8944,large,1,9,40,19,Sometimes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",3422,High
obese,male,pescatarian,less frequently,natural gas,private,lpg,sometimes,221,rarely,6986,large,7,6,21,15,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",4187,High
obese,female,omnivore,less frequently,coal,private,hybrid,sometimes,191,rarely,1737,small,4,20,12,5,Yes,[],"['Stove', 'Oven']",2121,Low
obese,female,omnivore,less frequently,coal,private,electric,sometimes,164,rarely,523,small,1,4,1,24,Sometimes,['Plastic'],"['Oven', 'Microwave']",1491,Low
normal,female,vegan,less frequently,natural gas,private,petrol,never,236,never,3384,small,3,24,43,4,Yes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",2199,Low
obese,female,vegan,twice a day,natural gas,private,lpg,often,67,frequently,9215,medium,3,1,34,7,Yes,['Metal'],[],4471,High
obese,male,pescatarian,twice a day,coal,private,electric,often,66,frequently,6243,small,6,24,23,2,Yes,['Plastic'],"['Oven', 'Microwave']",2587,Medium
overweight,male,vegetarian,more frequently,natural gas,private,electric,sometimes,231,very frequently,1008,extra large,2,5,38,7,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",3206,Medium
underweight,female,pescatarian,daily,natural gas,private,electric,often,207,never,5441,small,3,9,8,19,Sometimes,"['Paper', 'Metal']",['Oven'],775,Low
normal,female,omnivore,less frequently,electricity,private,hybrid,never,276,frequently,5263,medium,3,10,23,16,Sometimes,"['Plastic', 'Glass']",['Stove'],2297,Low
normal,male,pescatarian,less frequently,electricity,private,diesel,never,171,frequently,975,medium,3,9,14,3,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1484,Low
obese,male,omnivore,twice a day,wood,private,diesel,often,129,never,3433,medium,1,16,9,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2013,Low
underweight,female,vegan,twice a day,coal,private,diesel,never,248,frequently,8338,extra large,4,13,32,3,Sometimes,[],"['Grill', 'Airfryer']",3780,High
obese,female,vegan,daily,natural gas,private,diesel,often,263,rarely,3847,extra large,1,3,17,21,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",2516,Medium
normal,male,pescatarian,more frequently,wood,private,lpg,sometimes,84,never,1960,medium,1,18,11,23,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1286,Low
overweight,female,vegetarian,twice a day,electricity,private,diesel,often,102,rarely,3890,extra large,1,13,21,15,Yes,[],['Microwave'],2148,Low
obese,female,vegan,twice a day,electricity,private,diesel,never,143,rarely,2453,extra large,7,15,9,8,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2261,Low
underweight,female,vegan,twice a day,wood,private,petrol,sometimes,61,never,6956,small,1,0,15,8,Sometimes,['Metal'],"['Oven', 'Microwave']",2713,Medium
underweight,female,omnivore,more frequently,electricity,private,petrol,sometimes,211,rarely,3730,large,1,15,45,9,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2401,Medium
obese,male,pescatarian,twice a day,electricity,private,electric,often,171,frequently,1707,extra large,4,15,44,18,Yes,"['Paper', 'Plastic', 'Metal']",['Microwave'],2597,Medium
overweight,male,omnivore,more frequently,coal,private,hybrid,sometimes,235,very frequently,2187,small,6,4,43,22,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3923,High
normal,male,vegan,less frequently,coal,private,petrol,sometimes,129,frequently,5473,medium,4,21,10,5,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",3905,High
underweight,female,vegan,more frequently,coal,private,diesel,sometimes,62,never,4555,small,2,24,35,19,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2067,Low
normal,male,pescatarian,more frequently,coal,private,electric,never,83,rarely,589,extra large,7,19,8,0,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1822,Low
overweight,female,pescatarian,daily,natural gas,private,diesel,often,196,never,8809,small,7,10,35,18,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3807,High
obese,female,vegan,twice a day,wood,private,petrol,sometimes,107,never,9316,small,5,21,26,3,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4797,High
normal,male,vegetarian,daily,natural gas,private,hybrid,often,192,frequently,2891,large,6,14,1,22,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2447,Medium
underweight,female,vegetarian,more frequently,coal,private,electric,sometimes,77,frequently,4538,extra large,5,13,48,18,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2249,Low
obese,male,pescatarian,twice a day,electricity,private,lpg,never,263,very frequently,8242,medium,2,16,23,21,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",5399,High
underweight,female,vegetarian,daily,coal,private,lpg,never,218,never,1817,small,2,24,49,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1610,Low
normal,male,pescatarian,less frequently,coal,private,petrol,never,295,rarely,5762,large,7,9,3,21,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",3962,High
overweight,male,pescatarian,twice a day,electricity,private,electric,sometimes,135,very frequently,6414,large,7,9,50,16,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3526,High
underweight,female,vegetarian,daily,electricity,private,electric,sometimes,81,never,6105,medium,4,17,1,4,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",545,Low
overweight,female,omnivore,more frequently,coal,private,hybrid,often,85,never,6044,large,2,3,15,5,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2232,Low
obese,male,pescatarian,twice a day,electricity,private,diesel,never,280,never,9193,medium,5,8,29,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4007,High
underweight,male,vegan,twice a day,electricity,private,diesel,never,276,very frequently,2016,small,7,0,38,15,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2942,Medium
obese,female,pescatarian,twice a day,natural gas,private,electric,sometimes,214,very frequently,9410,small,3,11,24,22,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3104,Medium
overweight,male,vegan,twice a day,natural gas,private,lpg,never,275,rarely,90,medium,4,19,1,21,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1408,Low
obese,female,vegan,more frequently,natural gas,private,hybrid,sometimes,204,very frequently,5685,large,2,0,4,18,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3110,Medium
overweight,male,omnivore,less frequently,electricity,private,diesel,sometimes,58,never,3544,medium,1,18,36,15,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2141,Low
normal,female,omnivore,twice a day,electricity,private,electric,never,232,never,5437,extra large,3,0,11,2,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",925,Low
obese,female,omnivore,more frequently,natural gas,private,petrol,never,275,never,5647,large,3,1,3,13,Yes,"['Paper', 'Glass']",[],3338,Medium
overweight,male,vegetarian,more frequently,wood,private,hybrid,sometimes,226,never,8641,small,2,5,34,7,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2928,Medium
underweight,male,vegan,twice a day,electricity,private,petrol,never,53,very frequently,2060,small,7,11,32,14,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']",3067,Medium
overweight,male,pescatarian,twice a day,electricity,private,petrol,never,208,rarely,3899,large,4,17,39,9,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",3272,Medium
overweight,male,vegan,daily,electricity,private,diesel,sometimes,183,rarely,6583,extra large,1,12,13,21,No,['Metal'],['Oven'],2912,Medium
underweight,female,omnivore,daily,coal,private,diesel,sometimes,203,very frequently,1841,small,2,22,15,7,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2599,Medium
overweight,female,pescatarian,less frequently,wood,private,petrol,often,275,rarely,9272,extra large,7,24,45,2,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",5707,High
obese,male,vegan,twice a day,natural gas,private,petrol,often,245,frequently,1325,large,5,19,40,19,Sometimes,"['Paper', 'Plastic', 'Glass']",[],3491,High
normal,female,vegetarian,daily,wood,private,petrol,sometimes,95,rarely,7545,extra large,2,11,19,7,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",3531,High
overweight,male,vegetarian,daily,coal,private,petrol,often,55,frequently,4762,small,6,4,45,17,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4882,High
underweight,male,vegan,less frequently,coal,private,diesel,sometimes,212,never,4028,extra large,6,20,6,24,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2619,Medium
normal,female,vegan,twice a day,coal,private,hybrid,sometimes,96,rarely,4071,large,1,3,28,17,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1983,Low
normal,female,pescatarian,daily,coal,private,lpg,often,207,very frequently,1486,extra large,4,5,46,2,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3522,High
normal,male,omnivore,less frequently,electricity,private,petrol,sometimes,138,never,7266,extra large,6,6,1,22,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",4155,High
obese,male,vegetarian,daily,natural gas,private,diesel,sometimes,158,never,3997,small,4,12,36,17,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2963,Medium
normal,male,omnivore,more frequently,natural gas,private,hybrid,sometimes,222,rarely,8652,medium,4,4,43,6,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3395,High
underweight,female,vegetarian,twice a day,natural gas,private,diesel,never,93,never,430,medium,4,19,29,20,No,['Glass'],"['Stove', 'Oven']",1287,Low
overweight,female,vegetarian,twice a day,natural gas,private,lpg,sometimes,161,rarely,8083,small,1,0,21,0,Sometimes,[],"['Oven', 'Grill', 'Airfryer']",3223,Medium
overweight,male,omnivore,more frequently,natural gas,private,petrol,often,173,very frequently,4698,extra large,5,14,37,22,No,"['Paper', 'Metal']","['Stove', 'Oven']",5679,High
normal,female,omnivore,more frequently,natural gas,private,electric,never,128,frequently,5698,large,7,5,44,6,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2251,Low
overweight,male,vegetarian,more frequently,wood,private,diesel,never,230,never,5920,large,1,23,40,5,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",3363,Medium
underweight,female,vegetarian,daily,natural gas,private,petrol,often,263,very frequently,140,medium,7,5,31,14,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2438,Medium
underweight,male,vegan,daily,coal,private,diesel,often,263,frequently,7000,medium,5,6,25,0,Yes,['Metal'],['Microwave'],3712,High
normal,female,vegan,more frequently,electricity,private,hybrid,never,114,never,5937,large,5,10,32,16,Yes,"['Plastic', 'Glass']",['Microwave'],1935,Low
obese,female,vegetarian,more frequently,natural gas,private,lpg,sometimes,194,rarely,7097,small,4,7,22,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3300,Medium
normal,male,vegetarian,more frequently,wood,private,petrol,never,144,very frequently,3532,medium,6,24,13,13,No,"['Plastic', 'Glass']",['Oven'],3773,High
overweight,male,vegan,twice a day,coal,private,electric,sometimes,180,rarely,5186,medium,3,10,45,12,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2161,Low
obese,female,omnivore,less frequently,electricity,private,lpg,never,84,very frequently,9951,large,5,5,28,22,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5747,High
obese,female,vegan,more frequently,coal,private,electric,never,280,rarely,7999,large,5,24,21,4,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",1736,Low
obese,female,pescatarian,daily,coal,private,petrol,often,281,rarely,8720,small,6,22,5,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4779,High
normal,female,vegan,twice a day,natural gas,private,electric,sometimes,222,rarely,2653,medium,1,5,33,13,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1025,Low
obese,male,omnivore,daily,wood,private,lpg,often,135,rarely,744,large,7,19,45,20,Yes,['Plastic'],"['Oven', 'Microwave']",3184,Medium
underweight,male,vegan,twice a day,natural gas,private,petrol,never,66,frequently,2095,medium,4,15,41,22,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",2482,Medium
obese,female,pescatarian,less frequently,wood,private,electric,often,171,rarely,4325,medium,1,10,25,18,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1412,Low
underweight,male,vegetarian,more frequently,coal,private,lpg,never,192,rarely,4191,large,2,3,22,23,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2400,Medium
obese,female,omnivore,more frequently,wood,private,diesel,never,249,very frequently,804,large,7,22,15,13,No,"['Glass', 'Metal']","['Stove', 'Oven']",3533,High
normal,female,omnivore,more frequently,coal,private,petrol,sometimes,247,never,6653,extra large,3,16,49,18,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],4059,High
normal,female,pescatarian,less frequently,coal,private,diesel,sometimes,152,frequently,3789,extra large,6,8,30,3,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],2856,Medium
obese,male,pescatarian,less frequently,electricity,private,lpg,often,69,frequently,7388,large,6,18,7,16,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4879,High
overweight,female,pescatarian,less frequently,coal,private,lpg,never,50,rarely,1225,medium,2,5,13,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1234,Low
underweight,male,vegetarian,less frequently,coal,private,petrol,sometimes,220,never,2868,small,1,1,10,11,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1962,Low
obese,female,vegan,twice a day,natural gas,private,petrol,sometimes,55,rarely,1083,extra large,4,20,19,22,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],1864,Low
underweight,female,vegan,twice a day,coal,private,lpg,often,203,frequently,4145,large,4,6,27,3,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2913,Medium
normal,female,vegetarian,less frequently,wood,private,diesel,never,118,very frequently,3634,medium,2,21,41,8,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2938,Medium
underweight,female,vegetarian,daily,natural gas,private,hybrid,often,103,never,4685,small,7,10,27,8,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1535,Low
overweight,male,pescatarian,daily,wood,private,lpg,often,205,never,9179,small,6,0,27,6,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",4261,High
